,Cell,Experimental,Concentration,Animal,Ligand,Predicted
12,Macrophage,0.2699363534,-9.890756252,Human,hIL13,0.18060875570841653
13,Macrophage,0.7538031311000001,-9.112605002,Human,hIL13,0.4892885792309074
14,Macrophage,0.9278264656999999,-8.334453751,Human,hIL13,0.6819467744998556
15,Macrophage,0.8303623958,-7.556302501,Human,hIL13,0.7148917909501877
0,Macrophage,0.00943415,-13.2483,Mouse,mIL4,0.002008045117603745
1,Macrophage,0.011704019999999999,-12.7712,Mouse,mIL4,0.005999794777954878
2,Macrophage,0.030584129999999998,-12.2941,Mouse,mIL4,0.01778552694003049
3,Macrophage,0.06566071,-11.817,Mouse,mIL4,0.051524972196215976
4,Macrophage,0.2448031,-11.3398,Mouse,mIL4,0.14018215529924247
5,Macrophage,0.5819378,-10.8627,Mouse,mIL4,0.3285915492829775
6,Macrophage,0.9608996000000001,-10.3856,Mouse,mIL4,0.5953098843403491
7,Macrophage,1.013367,-9.90849,Mouse,mIL4,0.8161452074643133
8,Macrophage,0.873356,-9.43136,Mouse,mIL4,0.9313089728707469
9,Macrophage,1.0251649999999999,-8.95424,Mouse,mIL4,0.9772708721256724
10,Macrophage,0.9538890999999999,-8.47712,Mouse,mIL4,0.9936060789697096
11,Macrophage,1.064321,-8.0,Mouse,mIL4,0.9991414257941238
12,Macrophage,0.02224945,-13.2483,Mouse,mIL4,0.002008045117603745
13,Macrophage,0.02350261,-12.7712,Mouse,mIL4,0.005999794777954878
14,Macrophage,0.02579612,-12.2941,Mouse,mIL4,0.01778552694003049
15,Macrophage,0.07823957,-11.817,Mouse,mIL4,0.051524972196215976
16,Macrophage,0.2869139,-11.3398,Mouse,mIL4,0.14018215529924247
17,Macrophage,0.6711484,-10.8627,Mouse,mIL4,0.3285915492829775
18,Macrophage,0.8541094,-10.3856,Mouse,mIL4,0.5953098843403491
19,Macrophage,0.9412747,-9.90849,Mouse,mIL4,0.8161452074643133
20,Macrophage,0.9910463,-9.43136,Mouse,mIL4,0.9313089728707469
21,Macrophage,1.093344,-8.95424,Mouse,mIL4,0.9772708721256724
22,Macrophage,1.091228,-8.47712,Mouse,mIL4,0.9936060789697096
23,Macrophage,1.085742,-8.0,Mouse,mIL4,0.9991414257941238
24,Macrophage,0.00497105,-13.2483,Mouse,mIL4,0.002008045117603745
25,Macrophage,0.00811658,-12.7712,Mouse,mIL4,0.005999794777954878
26,Macrophage,0.02711143,-12.2941,Mouse,mIL4,0.01778552694003049
27,Macrophage,0.06493261,-11.817,Mouse,mIL4,0.051524972196215976
28,Macrophage,0.3184188,-11.3398,Mouse,mIL4,0.14018215529924247
29,Macrophage,0.6758852000000001,-10.8627,Mouse,mIL4,0.3285915492829775
30,Macrophage,0.9710496000000001,-10.3856,Mouse,mIL4,0.5953098843403491
31,Macrophage,1.0074379999999998,-9.90849,Mouse,mIL4,0.8161452074643133
32,Macrophage,0.9685781,-9.43136,Mouse,mIL4,0.9313089728707469
33,Macrophage,1.1097709999999998,-8.95424,Mouse,mIL4,0.9772708721256724
34,Macrophage,0.9728283000000001,-8.47712,Mouse,mIL4,0.9936060789697096
35,Macrophage,1.079196,-8.0,Mouse,mIL4,0.9991414257941238
36,Macrophage,0.0023310600000000002,-13.2483,Mouse,mIL4,0.002008045117603745
37,Macrophage,0.16473749999999998,-12.7712,Mouse,mIL4,0.005999794777954878
38,Macrophage,0.010335289999999999,-12.2941,Mouse,mIL4,0.01778552694003049
39,Macrophage,0.04516074,-11.817,Mouse,mIL4,0.051524972196215976
40,Macrophage,0.2768155,-11.3398,Mouse,mIL4,0.14018215529924247
41,Macrophage,0.6747244000000001,-10.8627,Mouse,mIL4,0.3285915492829775
42,Macrophage,0.9421969,-10.3856,Mouse,mIL4,0.5953098843403491
43,Macrophage,0.9083450999999999,-9.90849,Mouse,mIL4,0.8161452074643133
44,Macrophage,1.113731,-9.43136,Mouse,mIL4,0.9313089728707469
45,Macrophage,1.042114,-8.95424,Mouse,mIL4,0.9772708721256724
46,Macrophage,1.0061,-8.47712,Mouse,mIL4,0.9936060789697096
47,Macrophage,1.088773,-8.0,Mouse,mIL4,0.9991414257941238
48,Macrophage,0.0,-13.75133342,Mouse,mIL4,0.0006314478462221662
49,Macrophage,0.0,-12.90623538,Mouse,mIL4,0.004403484867112074
50,Macrophage,0.00942363928,-12.06113734,Mouse,mIL4,0.030032495349627916
51,Macrophage,0.2875483445,-11.2160393,Mouse,mIL4,0.17818385334461162
52,Macrophage,0.9373549665,-10.37094126,Mouse,mIL4,0.6034388466564428
53,Macrophage,1.04132629,-9.525843224,Mouse,mIL4,0.9156097382885235
54,Macrophage,0.9971795113999999,-8.680745184,Mouse,mIL4,0.9886664812266504
55,Macrophage,0.8860201868,-7.835647144,Mouse,mIL4,1.0
56,Macrophage,0.0,-13.75133342,Mouse,mIL4,0.0006314478462221662
57,Macrophage,0.0,-12.90623538,Mouse,mIL4,0.004403484867112074
58,Macrophage,0.0,-12.06113734,Mouse,mIL4,0.030032495349627916
59,Macrophage,0.2960381096,-11.2160393,Mouse,mIL4,0.17818385334461162
60,Macrophage,0.9550136779999999,-10.37094126,Mouse,mIL4,0.6034388466564428
61,Macrophage,1.0228752,-9.525843224,Mouse,mIL4,0.9156097382885235
62,Macrophage,1.17144609,-8.680745184,Mouse,mIL4,0.9886664812266504
63,Macrophage,0.8811527214,-7.835647144,Mouse,mIL4,1.0
0,Macrophage,0.013288,-10.0722,Mouse,mNeo4,0.004498600026222968
1,Macrophage,0.026840000000000003,-9.59512,Mouse,mNeo4,0.01333283553066934
2,Macrophage,0.06515,-9.118,Mouse,mNeo4,0.038610505579170305
3,Macrophage,0.20989999999999998,-8.64088,Mouse,mNeo4,0.10491034252684901
4,Macrophage,0.50127,-8.16376,Mouse,mNeo4,0.24533487704416573
5,Macrophage,0.8765900000000001,-7.68664,Mouse,mNeo4,0.4429580307331721
6,Macrophage,1.059839,-7.20952,Mouse,mNeo4,0.6054192418389783
7,Macrophage,0.8553507,-6.73239,Mouse,mNeo4,0.6892176084599074
8,Macrophage,1.17122,-6.25527,Mouse,mNeo4,0.7208200606428212
9,Macrophage,1.0204241,-5.77815,Mouse,mNeo4,0.7266971882027436
10,Macrophage,1.090459,-5.30103,Mouse,mNeo4,0.7131200029930806
11,Macrophage,1.14652,-4.82391,Mouse,mNeo4,0.6663454777610722
12,Macrophage,0.01992,-10.0722,Mouse,mNeo4,0.004498600026222968
13,Macrophage,0.022719999999999997,-9.59512,Mouse,mNeo4,0.01333283553066934
14,Macrophage,0.056749999999999995,-9.118,Mouse,mNeo4,0.038610505579170305
15,Macrophage,0.15539999999999998,-8.64088,Mouse,mNeo4,0.10491034252684901
16,Macrophage,0.43012,-8.16376,Mouse,mNeo4,0.24533487704416573
17,Macrophage,0.6523,-7.68664,Mouse,mNeo4,0.4429580307331721
18,Macrophage,0.6457305999999999,-7.20952,Mouse,mNeo4,0.6054192418389783
19,Macrophage,0.8869499999999999,-6.73239,Mouse,mNeo4,0.6892176084599074
20,Macrophage,0.77837,-6.25527,Mouse,mNeo4,0.7208200606428212
21,Macrophage,0.7920699999999999,-5.77815,Mouse,mNeo4,0.7266971882027436
22,Macrophage,0.900239,-5.30103,Mouse,mNeo4,0.7131200029930806
23,Macrophage,1.09834,-4.82391,Mouse,mNeo4,0.6663454777610722
24,Macrophage,0.005850999999999999,-10.0722,Mouse,mNeo4,0.004498600026222968
25,Macrophage,0.022959999999999998,-9.59512,Mouse,mNeo4,0.01333283553066934
26,Macrophage,0.23998666,-9.118,Mouse,mNeo4,0.038610505579170305
27,Macrophage,0.24709,-8.64088,Mouse,mNeo4,0.10491034252684901
28,Macrophage,0.59167,-8.16376,Mouse,mNeo4,0.24533487704416573
29,Macrophage,1.0361799999999999,-7.68664,Mouse,mNeo4,0.4429580307331721
30,Macrophage,1.27934,-7.20952,Mouse,mNeo4,0.6054192418389783
31,Macrophage,1.237239,-6.73239,Mouse,mNeo4,0.6892176084599074
32,Macrophage,1.25977,-6.25527,Mouse,mNeo4,0.7208200606428212
33,Macrophage,1.1225589999999999,-5.77815,Mouse,mNeo4,0.7266971882027436
34,Macrophage,1.09315,-5.30103,Mouse,mNeo4,0.7131200029930806
35,Macrophage,1.2841322,-4.82391,Mouse,mNeo4,0.6663454777610722
36,Macrophage,0.0042970000000000005,-10.0722,Mouse,mNeo4,0.004498600026222968
37,Macrophage,0.009371,-9.59512,Mouse,mNeo4,0.01333283553066934
38,Macrophage,0.04555,-9.118,Mouse,mNeo4,0.038610505579170305
39,Macrophage,0.16261,-8.64088,Mouse,mNeo4,0.10491034252684901
40,Macrophage,0.450362,-8.16376,Mouse,mNeo4,0.24533487704416573
41,Macrophage,0.7182559999999999,-7.68664,Mouse,mNeo4,0.4429580307331721
42,Macrophage,0.74405,-7.20952,Mouse,mNeo4,0.6054192418389783
43,Macrophage,0.80062,-6.73239,Mouse,mNeo4,0.6892176084599074
44,Macrophage,0.8272499999999999,-6.25527,Mouse,mNeo4,0.7208200606428212
45,Macrophage,0.8650199999999999,-5.77815,Mouse,mNeo4,0.7266971882027436
46,Macrophage,0.913025,-4.82391,Mouse,mNeo4,0.6663454777610722
47,Macrophage,0.0,-11.21671628,Mouse,mNeo4,0.00032434919989703917
48,Macrophage,0.0,-10.37161824,Mouse,mNeo4,0.00226450378321137
49,Macrophage,0.0,-9.526520196,Mouse,mNeo4,0.015566419333668959
50,Macrophage,0.1286765399,-8.681422156,Mouse,mNeo4,0.09677989265341413
51,Macrophage,0.7075087256,-7.836324116,Mouse,mNeo4,0.3799842623649483
52,Macrophage,1.3046788040000001,-6.991226076,Mouse,mNeo4,0.6525685266067568
53,Macrophage,1.127299311,-6.146128036,Mouse,mNeo4,0.7238877823687698
54,Macrophage,1.267097444,-5.301029996,Mouse,mNeo4,0.7131200027740264
55,Macrophage,0.0,-11.21671628,Mouse,mNeo4,0.00032434919989703917
56,Macrophage,0.0,-10.37161824,Mouse,mNeo4,0.00226450378321137
57,Macrophage,0.0,-9.526520196,Mouse,mNeo4,0.015566419333668959
58,Macrophage,0.1198471842,-8.681422156,Mouse,mNeo4,0.09677989265341413
59,Macrophage,0.7047354023,-7.836324116,Mouse,mNeo4,0.3799842623649483
60,Macrophage,1.056268277,-6.991226076,Mouse,mNeo4,0.6525685266067568
61,Macrophage,1.209593435,-6.146128036,Mouse,mNeo4,0.7238877823687698
62,Macrophage,1.237666258,-5.301029996,Mouse,mNeo4,0.7131200027740264
0,A549,0.0,-13.0206,Human,hIL4,0.00370938944741346
1,A549,0.0,-12.4185,Human,hIL4,0.014677159990331576
2,A549,0.00155518,-11.8165,Human,hIL4,0.05624831763115842
3,A549,0.1319957,-11.2144,Human,hIL4,0.19279274307297564
4,A549,0.4892977,-10.6124,Human,hIL4,0.49028834114831293
5,A549,0.9598362,-10.0103,Human,hIL4,0.7982863459665295
6,A549,1.137807,-9.40824,Human,hIL4,0.9467718371914353
7,A549,1.027972,-8.80618,Human,hIL4,0.9919743720762902
8,A549,1.0266119999999999,-8.20412,Human,hIL4,1.0
9,A549,0.982289,-7.60206,Human,hIL4,0.9864436497358983
10,A549,0.9021002,-7.0,Human,hIL4,0.9257562410309338
11,A549,0.0,-13.0206,Human,hIL4,0.00370938944741346
12,A549,0.0,-12.4185,Human,hIL4,0.014677159990331576
13,A549,0.015260180000000002,-11.8165,Human,hIL4,0.05624831763115842
14,A549,0.1521158,-11.2144,Human,hIL4,0.19279274307297564
15,A549,0.5382858,-10.6124,Human,hIL4,0.49028834114831293
16,A549,0.9149303999999999,-10.0103,Human,hIL4,0.7982863459665295
17,A549,1.110591,-9.40824,Human,hIL4,0.9467718371914353
18,A549,0.9725691999999999,-8.80618,Human,hIL4,0.9919743720762902
19,A549,0.9547817999999999,-8.20412,Human,hIL4,1.0
20,A549,0.8057764000000001,-7.60206,Human,hIL4,0.9864436497358983
21,A549,0.3845177,-7.0,Human,hIL4,0.9257562410309338
22,A549,0.0,-13.0206,Human,hIL4,0.00370938944741346
23,A549,0.0,-12.4185,Human,hIL4,0.014677159990331576
24,A549,0.04267018,-11.8165,Human,hIL4,0.05624831763115842
25,A549,0.15940569999999998,-11.2144,Human,hIL4,0.19279274307297564
26,A549,0.5058215,-10.6124,Human,hIL4,0.49028834114831293
27,A549,0.8025688,-10.0103,Human,hIL4,0.7982863459665295
28,A549,1.132364,-9.40824,Human,hIL4,0.9467718371914353
29,A549,1.021266,-8.80618,Human,hIL4,0.9919743720762902
30,A549,1.0526609999999998,-8.20412,Human,hIL4,1.0
31,A549,0.9324261,-7.60206,Human,hIL4,0.9864436497358983
32,A549,0.9407852,-7.0,Human,hIL4,0.9257562410309338
33,A549,0.09737391000000001,-13.3216,Human,hIL4,0.0018582356043845894
34,A549,0.054489869999999996,-12.4185,Human,hIL4,0.014677159990331576
35,A549,0.056255639999999996,-11.5154,Human,hIL4,0.10657627364419393
36,A549,0.2379041,-10.6124,Human,hIL4,0.49028834114831293
37,A549,0.7982358,-9.70927,Human,hIL4,0.891567052494905
38,A549,0.925301,-8.80618,Human,hIL4,0.9919743720762902
39,A549,0.8975622,-7.90309,Human,hIL4,0.996455864856889
40,A549,0.9445378,-7.0,Human,hIL4,0.9257562410309338
41,A549,0.08113974,-13.3216,Human,hIL4,0.0018582356043845894
42,A549,0.04457979,-12.4185,Human,hIL4,0.014677159990331576
43,A549,0.05557111,-11.5154,Human,hIL4,0.10657627364419393
44,A549,0.2346604,-10.6124,Human,hIL4,0.49028834114831293
45,A549,0.8406375,-9.70927,Human,hIL4,0.891567052494905
46,A549,0.9849403999999999,-8.80618,Human,hIL4,0.9919743720762902
47,A549,0.9447867,-7.90309,Human,hIL4,0.996455864856889
48,A549,1.039998,-7.0,Human,hIL4,0.9257562410309338
49,A549,0.1056038,-13.3216,Human,hIL4,0.0018582356043845894
50,A549,0.06350539999999999,-12.4185,Human,hIL4,0.014677159990331576
51,A549,0.08188648999999999,-11.5154,Human,hIL4,0.10657627364419393
52,A549,0.2769999,-10.6124,Human,hIL4,0.49028834114831293
53,A549,0.9552646,-9.70927,Human,hIL4,0.891567052494905
54,A549,1.112449,-8.80618,Human,hIL4,0.9919743720762902
55,A549,1.014531,-7.90309,Human,hIL4,0.996455864856889
56,A549,1.158585,-7.0,Human,hIL4,0.9257562410309338
57,A549,0.03200822896,-12.0,Human,hIL4,0.03758609017404836
58,A549,0.04513825861,-11.0,Human,hIL4,0.2815447519192585
59,A549,0.19362255699999997,-10.0,Human,hIL4,0.8022220017279215
60,A549,0.7965753010000001,-9.0,Human,hIL4,0.9834703494159709
61,A549,1.0350940880000001,-8.0,Human,hIL4,0.998176613406861
62,A549,0.9629091789,-7.0,Human,hIL4,0.9257562410309338
63,A549,0.05439583712,-12.0,Human,hIL4,0.03758609017404836
64,A549,0.04598535729,-11.0,Human,hIL4,0.2815447519192585
65,A549,0.17383675199999998,-10.0,Human,hIL4,0.8022220017279215
66,A549,0.7652326496,-9.0,Human,hIL4,0.9834703494159709
67,A549,1.011798875,-8.0,Human,hIL4,0.998176613406861
68,A549,0.9465722757,-7.0,Human,hIL4,0.9257562410309338
69,A549,0.051430991710000006,-12.0,Human,hIL4,0.03758609017404836
70,A549,0.038179947959999995,-11.0,Human,hIL4,0.2815447519192585
71,A549,0.1817026684,-10.0,Human,hIL4,0.8022220017279215
72,A549,0.7950021177000001,-9.0,Human,hIL4,0.9834703494159709
73,A549,1.037816906,-8.0,Human,hIL4,0.998176613406861
74,A549,1.005808677,-7.0,Human,hIL4,0.9257562410309338
75,A549,0.0,-13.44705875,Human,hIL4,0.0013926519384019097
76,A549,0.0,-12.6689075,Human,hIL4,0.008298686506186618
77,A549,0.0,-11.89075625,Human,hIL4,0.047826874480356205
78,A549,0.0,-11.112605,Human,hIL4,0.2320162053185788
79,A549,0.1271198724,-10.33445375,Human,hIL4,0.6478249209788546
80,A549,0.4754312219,-9.556302501,Human,hIL4,0.9235662540803956
81,A549,1.238730251,-8.77815125,Human,hIL4,0.9928915028686601
82,A549,0.7612697491999999,-8.0,Human,hIL4,0.998176613406861
83,A549,0.00207492795,-13.44705875,Human,hIL4,0.0013926519384019097
84,A549,0.0,-12.6689075,Human,hIL4,0.008298686506186618
85,A549,0.0,-11.89075625,Human,hIL4,0.047826874480356205
86,A549,0.005072046110000001,-11.112605,Human,hIL4,0.2320162053185788
87,A549,0.3156195965,-10.33445375,Human,hIL4,0.6478249209788546
88,A549,0.7387896254,-9.556302501,Human,hIL4,0.9235662540803956
89,A549,0.904092219,-8.77815125,Human,hIL4,0.9928915028686601
90,A549,0.9572334294,-8.0,Human,hIL4,0.998176613406861
91,A549,0.0,-13.44705875,Human,hIL4,0.0013926519384019097
92,A549,0.0,-12.6689075,Human,hIL4,0.008298686506186618
93,A549,0.0,-11.89075625,Human,hIL4,0.047826874480356205
94,A549,0.0,-11.112605,Human,hIL4,0.2320162053185788
95,A549,0.3012103746,-10.33445375,Human,hIL4,0.6478249209788546
96,A549,0.6901440922000001,-9.556302501,Human,hIL4,0.9235662540803956
97,A549,0.928184438,-8.77815125,Human,hIL4,0.9928915028686601
98,A549,1.210489914,-8.0,Human,hIL4,0.998176613406861
0,A549,0.0,-13.0206,Human,hNeo4,2.1930839931959387e-06
1,A549,0.0,-12.4185,Human,hNeo4,8.766269216251506e-06
2,A549,0.0,-11.8165,Human,hNeo4,3.4950702833107776e-05
3,A549,0.0,-11.2144,Human,hNeo4,0.00013808979051751143
4,A549,0.0,-10.6124,Human,hNeo4,0.0005263015495599623
5,A549,0.0,-10.0103,Human,hNeo4,0.001771915404238209
6,A549,0.0,-9.40824,Human,hNeo4,0.004338780953990461
7,A549,0.0,-8.80618,Human,hNeo4,0.006802292454052539
8,A549,0.0,-8.20412,Human,hNeo4,0.007927551298085039
9,A549,0.0,-7.60206,Human,hNeo4,0.008269368163831623
10,A549,0.0,-7.0,Human,hNeo4,0.008358753370921481
11,A549,0.0,-13.0206,Human,hNeo4,2.1930839931959387e-06
12,A549,0.0,-12.4185,Human,hNeo4,8.766269216251506e-06
13,A549,0.0,-11.8165,Human,hNeo4,3.4950702833107776e-05
14,A549,0.0,-11.2144,Human,hNeo4,0.00013808979051751143
15,A549,0.0,-10.6124,Human,hNeo4,0.0005263015495599623
16,A549,0.0,-10.0103,Human,hNeo4,0.001771915404238209
17,A549,0.0,-9.40824,Human,hNeo4,0.004338780953990461
18,A549,0.0,-8.80618,Human,hNeo4,0.006802292454052539
19,A549,0.0,-8.20412,Human,hNeo4,0.007927551298085039
20,A549,0.0,-7.60206,Human,hNeo4,0.008269368163831623
21,A549,0.0,-7.0,Human,hNeo4,0.008358753370921481
22,A549,0.0,-13.0206,Human,hNeo4,2.1930839931959387e-06
23,A549,0.0,-12.4185,Human,hNeo4,8.766269216251506e-06
24,A549,0.0,-11.8165,Human,hNeo4,3.4950702833107776e-05
25,A549,0.0,-11.2144,Human,hNeo4,0.00013808979051751143
26,A549,0.0,-10.6124,Human,hNeo4,0.0005263015495599623
27,A549,0.0,-10.0103,Human,hNeo4,0.001771915404238209
28,A549,0.0,-9.40824,Human,hNeo4,0.004338780953990461
29,A549,0.0205089,-8.80618,Human,hNeo4,0.006802292454052539
30,A549,0.0,-8.20412,Human,hNeo4,0.007927551298085039
31,A549,0.0,-7.60206,Human,hNeo4,0.008269368163831623
32,A549,0.0,-7.0,Human,hNeo4,0.008358753370921481
33,A549,0.06455552,-11.5154,Human,hNeo4,6.962255945843535e-05
34,A549,0.07210865,-10.6124,Human,hNeo4,0.0005263015495599623
35,A549,0.05599894,-9.70927,Human,hNeo4,0.0029259159452899954
36,A549,0.057064630000000005,-8.80618,Human,hNeo4,0.006802292454052539
37,A549,0.04794798,-7.90309,Human,hNeo4,0.008152261720572164
38,A549,0.00889885,-7.0,Human,hNeo4,0.008358753370921481
39,A549,0.040799339999999996,-6.09691,Human,hNeo4,0.008378160046293067
40,A549,0.06062728,-11.5154,Human,hNeo4,6.962255945843535e-05
41,A549,0.0617863,-10.6124,Human,hNeo4,0.0005263015495599623
42,A549,0.117443,-9.70927,Human,hNeo4,0.0029259159452899954
43,A549,0.04510097,-8.80618,Human,hNeo4,0.006802292454052539
44,A549,0.03689443,-7.90309,Human,hNeo4,0.008152261720572164
45,A549,0.015012909999999999,-7.0,Human,hNeo4,0.008358753370921481
46,A549,0.031495999999999996,-6.09691,Human,hNeo4,0.008378160046293067
47,A549,0.00952892,-11.5154,Human,hNeo4,6.962255945843535e-05
48,A549,0.05918043,-10.6124,Human,hNeo4,0.0005263015495599623
49,A549,0.08877843,-9.70927,Human,hNeo4,0.0029259159452899954
50,A549,0.0,-8.80618,Human,hNeo4,0.006802292454052539
51,A549,0.01464731,-7.90309,Human,hNeo4,0.008152261720572164
52,A549,0.01022123,-7.0,Human,hNeo4,0.008358753370921481
53,A549,0.03010361,-6.09691,Human,hNeo4,0.008378160046293067
54,A549,0.0,-11.44705875,Human,hNeo4,8.137247349220739e-05
55,A549,0.0,-10.6689075,Human,hNeo4,0.00046565427570460457
56,A549,0.0,-9.890756252,Human,hNeo4,0.0021870321090766026
57,A549,0.0,-9.112605002,Human,hNeo4,0.005697090469266738
58,A549,0.0,-8.334453751,Human,hNeo4,0.007777460725261616
59,A549,0.02840325782,-7.556302501,Human,hNeo4,0.008281248661388043
60,A549,0.0,-6.77815125,Human,hNeo4,0.008370231783639444
61,A549,0.01635753884,-6.0,Human,hNeo4,0.00837685180017511
62,A549,0.02276124665,-11.44705875,Human,hNeo4,8.137247349220739e-05
63,A549,0.02727400931,-10.6689075,Human,hNeo4,0.00046565427570460457
64,A549,0.04690452687,-9.890756252,Human,hNeo4,0.0021870321090766026
65,A549,0.0,-9.112605002,Human,hNeo4,0.005697090469266738
66,A549,0.0,-8.334453751,Human,hNeo4,0.007777460725261616
67,A549,0.08436045692000001,-7.556302501,Human,hNeo4,0.008281248661388043
68,A549,0.04351995487,-6.77815125,Human,hNeo4,0.008370231783639444
69,A549,0.07285291214,-6.0,Human,hNeo4,0.00837685180017511
70,A549,0.02580736144,-11.44705875,Human,hNeo4,8.137247349220739e-05
71,A549,0.01328444507,-10.6689075,Human,hNeo4,0.00046565427570460457
72,A549,0.044535326470000004,-9.890756252,Human,hNeo4,0.0021870321090766026
73,A549,0.0,-9.112605002,Human,hNeo4,0.005697090469266738
74,A549,0.0,-8.334453751,Human,hNeo4,0.007777460725261616
75,A549,0.07082216895,-7.556302501,Human,hNeo4,0.008281248661388043
76,A549,0.03528416302,-6.77815125,Human,hNeo4,0.008370231783639444
77,A549,0.06608376816,-6.0,Human,hNeo4,0.00837685180017511
0,A549,0.1044759,-13.3216,Human,hIL13,0.00012876747480269766
1,A549,0.054466539999999994,-12.4185,Human,hIL13,0.0010293071417054535
2,A549,0.09437910000000001,-11.5154,Human,hIL13,0.008180241614258404
3,A549,0.0712141,-10.6124,Human,hIL13,0.06214443573848486
4,A549,0.21739940000000002,-9.70927,Human,hIL13,0.35472289669402546
5,A549,0.7744485,-8.80618,Human,hIL13,0.8609959353436664
6,A549,0.9607796999999999,-7.90309,Human,hIL13,1.037307303425818
7,A549,0.9497495,-7.0,Human,hIL13,0.9825885188584174
8,A549,0.09122095,-13.3216,Human,hIL13,0.00012876747480269766
9,A549,0.055843369999999996,-12.4185,Human,hIL13,0.0010293071417054535
10,A549,0.09230997,-11.5154,Human,hIL13,0.008180241614258404
11,A549,0.06809484,-10.6124,Human,hIL13,0.06214443573848486
12,A549,0.20510130000000001,-9.70927,Human,hIL13,0.35472289669402546
13,A549,0.7425168999999999,-8.80618,Human,hIL13,0.8609959353436664
14,A549,0.9749137,-7.90309,Human,hIL13,1.037307303425818
15,A549,0.9813388999999999,-7.0,Human,hIL13,0.9825885188584174
16,A549,0.08286661000000001,-13.3216,Human,hIL13,0.00012876747480269766
17,A549,0.07550795,-12.4185,Human,hIL13,0.0010293071417054535
18,A549,0.091641,-11.5154,Human,hIL13,0.008180241614258404
19,A549,0.07155636,-10.6124,Human,hIL13,0.06214443573848486
20,A549,0.2313778,-9.70927,Human,hIL13,0.35472289669402546
21,A549,0.7831762000000001,-8.80618,Human,hIL13,0.8609959353436664
22,A549,0.9690641,-7.90309,Human,hIL13,1.037307303425818
23,A549,0.9637979,-7.0,Human,hIL13,0.9825885188584174
24,A549,0.0942094754,-12.0,Human,hIL13,0.0026938695581226425
25,A549,0.0811399528,-11.0,Human,hIL13,0.026349026865386347
26,A549,0.1131481818,-10.0,Human,hIL13,0.2161680223041541
27,A549,0.6076117868,-9.0,Human,hIL13,0.772655215774327
28,A549,0.9403400496000001,-8.0,Human,hIL13,1.0318153021165095
29,A549,0.896411932,-7.0,Human,hIL13,0.9825885188584174
30,A549,0.09783989835,-12.0,Human,hIL13,0.0026938695581226425
31,A549,0.07938524838,-11.0,Human,hIL13,0.026349026865386347
32,A549,0.11689961880000001,-10.0,Human,hIL13,0.2161680223041541
33,A549,0.6131179282,-9.0,Human,hIL13,0.772655215774327
34,A549,0.9459066980999999,-8.0,Human,hIL13,1.0318153021165095
35,A549,0.900102862,-7.0,Human,hIL13,0.9825885188584174
36,A549,0.08132147395,-12.0,Human,hIL13,0.0026938695581226425
37,A549,0.07266896593,-11.0,Human,hIL13,0.026349026865386347
38,A549,0.10425364549999999,-10.0,Human,hIL13,0.2161680223041541
39,A549,0.5892781509,-9.0,Human,hIL13,0.772655215774327
40,A549,0.8670055060999999,-8.0,Human,hIL13,1.0318153021165095
41,A549,0.8390512495,-7.0,Human,hIL13,0.9825885188584174
42,A549,0.05304222846,-12.44705875,Human,hIL13,0.0009638567594352238
43,A549,0.0,-11.6689075,Human,hIL13,0.005757528791926844
44,A549,0.0029429881600000003,-10.89075625,Human,hIL13,0.0336509822916501
45,A549,0.0,-10.112605,Human,hIL13,0.1747619527547425
46,A549,0.07165833961,-9.334453751,Human,hIL13,0.5802866206079883
47,A549,0.4271439327,-8.556302501,Human,hIL13,0.9444028955480801
48,A549,0.6053658203,-7.77815125,Human,hIL13,1.0412115551760919
49,A549,0.7274656081,-7.0,Human,hIL13,0.9825885188584174
50,A549,0.06845296854999999,-12.44705875,Human,hIL13,0.0009638567594352238
51,A549,0.02569454238,-11.6689075,Human,hIL13,0.005757528791926844
52,A549,0.05356085178,-10.89075625,Human,hIL13,0.0336509822916501
53,A549,0.02152023692,-10.112605,Human,hIL13,0.1747619527547425
54,A549,0.1747285291,-9.334453751,Human,hIL13,0.5802866206079883
55,A549,0.6134818784,-8.556302501,Human,hIL13,0.9444028955480801
56,A549,0.8881963052,-7.77815125,Human,hIL13,1.0412115551760919
57,A549,0.9902975603,-7.0,Human,hIL13,0.9825885188584174
58,A549,0.0753349316,-12.44705875,Human,hIL13,0.0009638567594352238
59,A549,0.0135100832,-11.6689075,Human,hIL13,0.005757528791926844
60,A549,0.06202228177,-10.89075625,Human,hIL13,0.0336509822916501
61,A549,0.0155408264,-10.112605,Human,hIL13,0.1747619527547425
62,A549,0.1787900155,-9.334453751,Human,hIL13,0.5802866206079883
63,A549,0.6466506839999999,-8.556302501,Human,hIL13,0.9444028955480801
64,A549,0.8150895501,-7.77815125,Human,hIL13,1.0412115551760919
65,A549,0.9928923988,-7.0,Human,hIL13,0.9825885188584174
0,3T3,0.0,-12.0206,Mouse,mIL4,0.03283379440633113
1,3T3,0.0,-11.4185,Mouse,mIL4,0.1195764587583113
2,3T3,0.0,-10.8165,Mouse,mIL4,0.3520644396468005
3,3T3,0.0,-10.2144,Mouse,mIL4,0.6851767771776496
4,3T3,0.4560572,-9.61236,Mouse,mIL4,0.8974259918974773
5,3T3,0.8527937,-9.0103,Mouse,mIL4,0.9727613181690454
6,3T3,0.9904246999999999,-8.40824,Mouse,mIL4,0.9935998715610179
